*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:34
                                                                                
*RUN   1        : 97 DATE1 CHINESE          CRGRO045 GHNY9701    1              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  1   : 97 DATE1 CHINESE          CRGRO045                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-30   30-45   45-60   60-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    SNW0C   SNW1C
 1997 237    90    88   23.1      5  2.190    923   1481   1412    255   2404   4520    668   211.5  0.312   2116    457  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.21  66.73   0.47      0   2116  237.3   0.46   0.50   74.2   0.90    0.58    0.59    0.41    0.20    0.14    0.03      129     115
 1997 238    91    89   23.2      5  2.179    922   1493   1473    252   2415   4590    668   220.6  0.321   2175    454  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.16  67.73   0.47      0   2175  236.3   0.46   0.50   74.2   0.90    0.57    0.58    0.41    0.20    0.14    0.03      131     117
 1997 239    92    90   23.3      5  2.169    922   1505   1534    250   2426   4664    668   229.8  0.329   2237    454  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.11  68.58   0.48      0   2237  235.4   0.47   0.50   74.2   0.90    0.57    0.58    0.40    0.20    0.14    0.03      133     119
 1997 240    93    91   23.3      5  2.160    920   1511   1577    247   2431   4708    673   234.4  0.335   2277    446  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.06  69.26   0.48      0   2277  234.8   0.47   0.50   74.2   0.90    0.56    0.57    0.40    0.19    0.14    0.03      136     122
 1997 241    94    92   23.4      5  2.158    921   1522   1634    247   2443   4784    673   243.0  0.342   2340    446  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.04  69.85   0.49      0   2340  234.3   0.47   0.50   74.2   0.90    0.56    0.57    0.40    0.19    0.14    0.03      138     124
 1997 242    95    93   23.4      5  2.156    922   1534   1689    246   2455   4855    683   247.2  0.348   2400    449  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.02  70.36   0.49      0   2400  233.8   0.47   0.50   74.2   0.90    0.56    0.57    0.40    0.19    0.14    0.03      141     126
 1997 243    96    94   23.5      5  2.155    923   1545   1742    245   2469   4928    697   249.8  0.353   2459    448  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.00  70.83   0.50      0   2459  233.3   0.47   0.50   74.2   0.90    0.56    0.57    0.40    0.19    0.13    0.03      143     129
 1997 244    97    95   23.6      5  2.153    924   1555   1792    244   2479   4994    713   251.5  0.359   2515    452  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.98  71.24   0.50      0   2515  233.0   0.47   0.50   74.2   0.90    0.56    0.56    0.39    0.19    0.13    0.03      145     131
 1997 245    98    96   23.7      5  2.151    924   1564   1844    243   2488   5059    726   253.9  0.365   2570    452  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.96  71.74   0.51      0   2570  232.7   0.47   0.50   74.2   0.90    0.56    0.56    0.39    0.19    0.13    0.03      147     133
 1997 246    99    97   23.8      5  2.143    924   1572   1887    241   2496   5108    726   259.8  0.369   2612    457  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.92  72.25   0.51      0   2612  232.0   0.47   0.50   74.2   0.90    0.55    0.56    0.39    0.19    0.13    0.03      148     135
 1997 247   100    98   23.8      5  2.136    923   1580   1930    238   2503   5156    726   265.7  0.374   2653    462  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.89  72.73   0.51      0   2653  231.4   0.47   0.50   74.2   0.90    0.55    0.55    0.39    0.19    0.13    0.03      150     138
 1997 248   101    99   23.9      5  2.135    925   1593   1974    238   2518   5221    726   271.8  0.378   2703    462  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.88  73.03   0.52      0   2703  230.9   0.48   0.50   74.2   0.90    0.55    0.55    0.38    0.19    0.13    0.03      151     140
 1997 249   102   100   24.0      8  2.129    930   1625   2011    235   2556   5294    737   272.9  0.380   2738    461  0.000  0.000  0.493  0.000  0.000  0.000  0.000    2.83  73.43   0.52      0   2738  228.8   0.48   0.50   74.2   0.90    0.54    0.55    0.38    0.19    0.13    0.02      152     142

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:35
                                                                                
*RUN   2        : 97 DATE1 F-MIX            CRGRO045 GHNY9701    2              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  2   : 97 DATE1 F-MIX            CRGRO045                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-30   30-45   45-60   60-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    SNW0C   SNW1C
 1997 149     2     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 150     3     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 151     4     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 152     5     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 153     6     4    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 154     7     5    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 155     8     6    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 156     9     7    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1997 157    10     8    0.2      0  0.016     11      2      0     11     13     13      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    5.36   0.00   0.00      0      0  142.9   0.02   0.03    1.4   0.27    0.04    0.04    0.02    0.00    0.00    0.00        0       0
 1997 158    11     9    0.4      0  0.018     12      3      0     13     14     14      0     0.0  0.000      0      0  0.000  0.000  0.685  0.000  0.000  0.000  0.000    5.29   0.00   0.00      0      0  156.0   0.02   0.03    1.5   0.29    0.04    0.04    0.02    0.00    0.00    0.00        0       0
 1997 159    12    10    0.7      0  0.021     13      3      0     14     15     15      0     0.0  0.000      0      0  0.000  0.000  0.400  0.000  0.000  0.000  0.000    5.29   0.00   0.00      0      0  170.7   0.03   0.04    1.5   0.32    0.04    0.04    0.03    0.00    0.00    0.00        0       0
 1997 160    13    11    1.3      0  0.028     15      3      0     15     18     18      0     0.0  0.000      0      0  0.000  0.000  0.145  0.000  0.000  0.000  0.000    5.20   0.00   0.00      0      0  192.2   0.03   0.05    1.8   0.35    0.05    0.05    0.03    0.00    0.00    0.00        0       1
 1997 161    14    12    1.9      0  0.036     17      3      0     16     20     20      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    5.14   0.00   0.00      0      0  214.1   0.04   0.06    2.1   0.37    0.05    0.05    0.03    0.00    0.00    0.00        0       1
 1997 162    15    13    2.4      0  0.044     19      3      0     16     22     22      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    5.12   0.00   0.00      0      0  236.2   0.04   0.07    2.1   0.40    0.05    0.05    0.03    0.00    0.00    0.00        0       1
 1997 163    16    14    2.8      0  0.050     21      4      0     18     25     25      0     0.0  0.000      0      0  0.000  0.134  0.144  0.000  0.000  0.000  0.000    4.98   0.00   0.00      0      0  237.4   0.05   0.08    2.6   0.43    0.06    0.05    0.04    0.00    0.00    0.00        0       1
 1997 164    17    15    3.3      0  0.057     23      5      0     20     28     28      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.97   0.00   0.00      0      0  250.4   0.05   0.09    2.7   0.46    0.06    0.06    0.04    0.00    0.00    0.00        0       1
 1997 165    18    16    3.7      0  0.065     25      7      0     22     32     32      0     0.0  0.000      0      0  0.000  0.000  0.040  0.000  0.000  0.000  0.000    4.87   0.00   0.00      0      0  258.2   0.06   0.10    3.2   0.48    0.06    0.06    0.04    0.01    0.00    0.00        0       1
 1997 166    19    17    4.1      0  0.073     27      8      0     24     36     36      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.79   0.00   0.00      0      0  265.9   0.07   0.12    3.9   0.51    0.07    0.07    0.04    0.01    0.00    0.00        0       2
 1997 167    20    18    4.5      0  0.080     30     11      0     27     40     40      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.74   0.00   0.00      0      0  271.3   0.07   0.13    4.7   0.54    0.07    0.07    0.05    0.01    0.00    0.00        1       2
 1997 168    21    19    4.8      0  0.086     32     14      0     30     46     46      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.72   0.00   0.00      0      0  272.9   0.07   0.14    5.5   0.56    0.08    0.08    0.05    0.01    0.00    0.00        1       2
 1997 169    22    20    5.1      0  0.100     36     17      0     32     53     53      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.62   0.00   0.00      0      0  276.5   0.08   0.15    6.6   0.59    0.09    0.09    0.06    0.01    0.00    0.00        1       2
 1997 170    23    21    5.4      0  0.114     40     19      0     34     60     60      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.62   0.00   0.00      0      0  281.0   0.08   0.15    7.5   0.62    0.09    0.09    0.06    0.02    0.01    0.00        1       3
 1997 171    24    22    5.7      0  0.130     46     23      0     36     69     69      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.57   0.00   0.00      0      0  282.2   0.09   0.16    9.0   0.64    0.10    0.09    0.06    0.02    0.01    0.00        1       3
 1997 172    25    23    6.0      0  0.149     52     27      0     39     79     79      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.56   0.00   0.00      0      0  286.7   0.09   0.17   10.6   0.67    0.10    0.10    0.07    0.02    0.01    0.00        1       3
 1997 173    26    24    6.4      0  0.168     56     31      0     40     87     87      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   0.00   0.00      0      0  298.2   0.09   0.18   10.7   0.70    0.10    0.10    0.07    0.02    0.01    0.00        1       4
 1997 174    27    25    6.6      0  0.185     62     35      0     42     97     97      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.64   0.00   0.00      0      0  299.5   0.10   0.19   10.9   0.72    0.11    0.11    0.07    0.02    0.01    0.00        1       4
 1997 175    28    26    6.9      0  0.208     69     40      0     44    109    109      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.65   0.00   0.00      0      0  302.9   0.10   0.20   11.8   0.75    0.11    0.11    0.08    0.02    0.01    0.00        1       4
 1997 176    29    27    7.2      0  0.237     77     48      0     46    125    125      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   0.00   0.00      0      0  307.6   0.10   0.21   14.1   0.78    0.12    0.12    0.08    0.03    0.01    0.00        2       5
 1997 177    30    28    7.6      1  0.270     88     57      0     49    145    145      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.50   0.00   0.00      0      0  307.6   0.11   0.22   16.9   0.81    0.12    0.12    0.08    0.03    0.02    0.00        2       5
 1997 178    31    29    7.9      1  0.307     99     68      0     52    167    167      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.48   0.00   0.00      0      0  308.6   0.11   0.24   20.0   0.83    0.13    0.13    0.09    0.03    0.02    0.00        2       6
 1997 179    32    30    8.2      1  0.343    110     78      0     55    188    188      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.54   0.00   0.00      0      0  312.1   0.12   0.25   20.3   0.86    0.14    0.14    0.09    0.03    0.02    0.00        2       6
 1997 180    33    31    8.5      1  0.379    123     90      0     61    213    213      0     0.0  0.000      0      0  0.000  0.094  0.000  0.000  0.000  0.000  0.000    4.51   0.00   0.00      0      0  308.3   0.12   0.26   24.3   0.89    0.15    0.15    0.10    0.04    0.02    0.00        3       7
 1997 181    34    32    8.8      1  0.426    137    103      0     65    240    240      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.56   0.00   0.00      0      0  311.2   0.12   0.27   25.2   0.90    0.16    0.16    0.11    0.04    0.02    0.00        3       7
 1997 182    35    33    9.1      1  0.480    153    119      0     69    272    272      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.55   0.00   0.00      0      0  313.9   0.13   0.28   28.9   0.90    0.17    0.16    0.11    0.04    0.03    0.00        3       8
 1997 183    36    34    9.5      1  0.526    165    131      0     72    297    297      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.58   0.00   0.00      0      0  318.8   0.13   0.30   29.2   0.90    0.17    0.17    0.12    0.05    0.03    0.00        4       8
 1997 184    37    35    9.7      1  0.570    179    145      0     76    324    324      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.62   0.00   0.00      0      0  318.9   0.14   0.31   29.6   0.90    0.18    0.18    0.12    0.05    0.03    0.00        4       9
 1997 185    38    36   10.0      1  0.619    193    161      0     79    354    354      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.65   0.00   0.00      0      0  320.2   0.14   0.33   30.0   0.90    0.19    0.19    0.13    0.05    0.03    0.00        4      10
 1997 186    39    37   10.4      1  0.683    214    183      0     85    397    397      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   0.00   0.00      0      0  318.6   0.15   0.34   35.9   0.90    0.20    0.20    0.14    0.06    0.04    0.00        5      10
 1997 187    40    38   10.7      2  0.749    236    206      0     91    443    443      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.59   0.00   0.00      0      0  316.8   0.15   0.35   39.4   0.90    0.21    0.21    0.15    0.06    0.04    0.01        6      11
 1997 188    41    39   11.0      2  0.818    260    232      0     97    493    493      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.60   0.00   0.00      0      0  313.9   0.16   0.37   42.4   0.90    0.22    0.22    0.15    0.07    0.04    0.01        6      12
 1997 189    42    40   11.3      2  0.873    285    260      0    111    545    545      0     0.0  0.000      0      0  0.000  0.131  0.000  0.000  0.000  0.000  0.000    4.59   0.00   0.00      0      0  306.1   0.16   0.38   48.9   0.90    0.25    0.25    0.17    0.08    0.05    0.01        7      13
